ACL/*/read,ACL/as6iic7p4c/read,ACL/as6iic7p4c/write,DataRate,DeviceDistance,DownloadTime,EndTime,FileSize,StartTime,createdAt,objectId,updatedAt
TRUE,TRUE,TRUE,9160.151908,8,10.796,1.43674E+12,98893,1.43674E+12,2015-07-12T23:45:32.754Z,VBPTplA5ha,2015-07-12T23:45:41.048Z
TRUE,TRUE,TRUE,31253.89229,8,16.507,1.43675E+12,515908,1.43675E+12,2015-07-13T00:17:08.939Z,VK399QGKtL,2015-07-13T00:17:14.849Z
TRUE,TRUE,TRUE,49388.09114,5,10.446,1.43675E+12,515908,1.43675E+12,2015-07-13T00:12:32.756Z,VUpiJPvK3d,2015-07-13T00:12:40.058Z
TRUE,TRUE,TRUE,57611.16695,1,8.955,1.43675E+12,515908,1.43675E+12,2015-07-13T00:04:27.143Z,Vfy4nJnrgZ,2015-07-13T00:04:35.194Z
TRUE,TRUE,TRUE,11559.67271,10,8.555,1.43674E+12,98893,1.43674E+12,2015-07-12T23:46:39.937Z,VkceMklH6x,2015-07-12T23:46:46.773Z
TRUE,TRUE,TRUE,1495.765275,8,13.224,1.43674E+12,19780,1.43674E+12,2015-07-12T23:19:09.706Z,XPMnEDcwfU,2015-07-12T23:19:15.468Z
TRUE,TRUE,TRUE,2124.825438,15,9.309,1.43674E+12,19780,1.43674E+12,2015-07-12T23:27:29.502Z,XV3DECTui9,2015-07-12T23:27:36.578Z
TRUE,TRUE,TRUE,10348.7861,3,9.556,1.43674E+12,98893,1.43674E+12,2015-07-12T23:39:57.252Z,XfT1s6lRV9,2015-07-12T23:40:02.853Z
TRUE,TRUE,TRUE,2046.983339,20,9.663,1.43674E+12,19780,1.43674E+12,2015-07-12T23:32:10.690Z,XxSRHnWuKR,2015-07-12T23:32:17.939Z
TRUE,TRUE,TRUE,1866.037736,10,10.6,1.43674E+12,19780,1.43674E+12,2015-07-12T23:24:13.678Z,YAdn8Tvt2j,2015-07-12T23:24:22.093Z
TRUE,TRUE,TRUE,54300.38943,3,9.501,1.43675E+12,515908,1.43675E+12,2015-07-13T00:08:11.930Z,YMxKFSAq8O,2015-07-13T00:08:17.181Z
TRUE,TRUE,TRUE,7024.648388,10,14.078,1.43674E+12,98893,1.43674E+12,2015-07-12T23:46:12.474Z,YW0ALkc3nd,2015-07-12T23:46:20.362Z
TRUE,TRUE,TRUE,11826.47692,8,8.362,1.43674E+12,98893,1.43674E+12,2015-07-12T23:44:07.897Z,YaNvjeP3nN,2015-07-12T23:44:13.713Z
TRUE,TRUE,TRUE,40223.6083,5,12.826,1.43675E+12,515908,1.43675E+12,2015-07-13T00:13:16.962Z,YfrnoUSW8t,2015-07-13T00:13:26.030Z
TRUE,TRUE,TRUE,7551.389737,8,13.096,1.43674E+12,98893,1.43674E+12,2015-07-12T23:43:50.268Z,YofXIwwG2u,2015-07-12T23:43:59.438Z
TRUE,TRUE,TRUE,44513.20104,5,11.59,1.43675E+12,515908,1.43675E+12,2015-07-13T00:11:45.190Z,Zn9Q0utYnk,2015-07-13T00:11:54.735Z
TRUE,TRUE,TRUE,6925.280112,3,14.28,1.43674E+12,98893,1.43674E+12,2015-07-12T23:39:43.196Z,ZsM8U1bi4L,2015-07-12T23:39:50.092Z
TRUE,TRUE,TRUE,7036.644372,10,14.054,1.43674E+12,98893,1.43674E+12,2015-07-12T23:46:26.067Z,ZzZ0Usb5od,2015-07-12T23:46:33.098Z
TRUE,TRUE,TRUE,23930.05241,8,21.559,1.43675E+12,515908,1.43675E+12,2015-07-13T00:16:00.431Z,aNXdHDORid,2015-07-13T00:16:12.592Z
TRUE,TRUE,TRUE,2014.872161,8,9.817,1.43674E+12,19780,1.43674E+12,2015-07-12T23:18:04.620Z,aP8vxCNOmJ,2015-07-12T23:18:09.820Z
TRUE,TRUE,TRUE,20190.51346,14,25.552,1.43675E+12,515908,1.43675E+12,2015-07-13T00:32:03.873Z,aVHy2NDfyA,2015-07-13T00:32:07.844Z
TRUE,TRUE,TRUE,13912.91503,10,7.108,1.43674E+12,98893,1.43674E+12,2015-07-12T23:47:05.061Z,atwhyKnJon,2015-07-12T23:47:10.372Z
TRUE,TRUE,TRUE,10185.70399,8,9.709,1.43674E+12,98893,1.43674E+12,2015-07-12T23:43:24.382Z,aySM3qQ2PG,2015-07-12T23:43:30.873Z
TRUE,TRUE,TRUE,1777.019136,5,11.131,1.43674E+12,19780,1.43674E+12,2015-07-12T23:13:52.664Z,bAGgkeyXPc,2015-07-12T23:14:00.166Z
TRUE,TRUE,TRUE,2114.829466,15,9.353,1.43674E+12,19780,1.43674E+12,2015-07-12T23:27:41.870Z,cIXhY56Jkt,2015-07-12T23:27:47.637Z
TRUE,TRUE,TRUE,720.8192121,1,27.441,1.43674E+12,19780,1.43674E+12,2015-07-12T22:56:49.648Z,cPOymvpIs5,2015-07-12T22:57:14.994Z
TRUE,TRUE,TRUE,8501.074529,5,11.633,1.43674E+12,98893,1.43674E+12,2015-07-12T23:42:12.619Z,cTm3DrGNd1,2015-07-12T23:42:21.856Z
TRUE,TRUE,TRUE,22095.5073,10,23.349,1.43675E+12,515908,1.43675E+12,2015-07-13T00:19:44.717Z,cbpjVaqNPs,2015-07-13T00:19:52.467Z
TRUE,TRUE,TRUE,1538.940325,10,12.853,1.43674E+12,19780,1.43674E+12,2015-07-12T23:22:35.118Z,ch0KZwNcxP,2015-07-12T23:22:40.146Z
TRUE,TRUE,TRUE,37452.48639,15,13.775,1.43675E+12,515908,1.43675E+12,2015-07-13T00:24:35.219Z,d5Vq5CgQYn,2015-07-13T00:24:41.581Z
TRUE,TRUE,TRUE,35005.29244,8,14.738,1.43675E+12,515908,1.43675E+12,2015-07-13T00:15:24.258Z,d86psdHwNm,2015-07-13T00:15:33.924Z
TRUE,TRUE,TRUE,3412.221379,20,28.982,1.43675E+12,98893,1.43675E+12,2015-07-12T23:55:14.899Z,dJdCbXQ1Yt,2015-07-12T23:55:40.339Z
TRUE,TRUE,TRUE,2391.488333,5,8.271,1.43674E+12,19780,1.43674E+12,2015-07-12T23:14:27.812Z,dNANUmWsYh,2015-07-12T23:14:33.320Z
TRUE,TRUE,TRUE,3328.825283,10,154.982,1.43675E+12,515908,1.43675E+12,2015-07-13T00:20:27.384Z,dhXvJua7ru,2015-07-13T00:23:01.340Z
TRUE,TRUE,TRUE,1584.935897,1,12.48,1.43674E+12,19780,1.43674E+12,2015-07-12T22:58:49.503Z,eIGlkJ0drx,2015-07-12T22:58:58.961Z
TRUE,TRUE,TRUE,623.2080406,20,31.739,1.43674E+12,19780,1.43674E+12,2015-07-12T23:29:58.479Z,eXROeP3vdX,2015-07-12T23:30:24.655Z
TRUE,TRUE,TRUE,12321.57987,8,8.026,1.43674E+12,98893,1.43674E+12,2015-07-12T23:44:36.920Z,ebtF9lWbQU,2015-07-12T23:44:42.907Z
TRUE,TRUE,TRUE,11861.94075,10,8.337,1.43674E+12,98893,1.43674E+12,2015-07-12T23:46:51.828Z,ehyvO1nwb5,2015-07-12T23:46:59.447Z
TRUE,TRUE,TRUE,2138.84083,1,9.248,1.43674E+12,19780,1.43674E+12,2015-07-12T22:56:21.949Z,enS62eaBT6,2015-07-12T22:56:30.440Z
TRUE,TRUE,TRUE,38043.50712,8,13.561,1.43675E+12,515908,1.43675E+12,2015-07-13T00:16:21.727Z,fBIcnEq5rm,2015-07-13T00:16:27.244Z
TRUE,TRUE,TRUE,2098.67374,3,9.425,1.43674E+12,19780,1.43674E+12,2015-07-12T23:04:55.836Z,fNWxyJ7jvT,2015-07-12T23:05:10.229Z
TRUE,TRUE,TRUE,1844.633032,1,10.723,1.43674E+12,19780,1.43674E+12,2015-07-12T22:55:35.972Z,fR2ijbt29z,2015-07-12T22:55:43.183Z
TRUE,TRUE,TRUE,26639.88433,1,19.366,1.43675E+12,515908,1.43675E+12,2015-07-13T00:05:36.239Z,fbtiF6Icqh,2015-07-13T00:05:47.318Z
TRUE,TRUE,TRUE,28778.26742,15,17.927,1.43675E+12,515908,1.43675E+12,2015-07-13T00:25:31.586Z,fibYBflT3q,2015-07-13T00:25:42.166Z
TRUE,TRUE,TRUE,47300.63262,10,10.907,1.43675E+12,515908,1.43675E+12,2015-07-13T00:18:28.182Z,gXBAv1fpMy,2015-07-13T00:18:36.789Z
TRUE,TRUE,TRUE,1171.523336,5,16.884,1.43674E+12,19780,1.43674E+12,2015-07-12T23:14:10.841Z,gaCxQF3fKN,2015-07-12T23:14:16.935Z
TRUE,TRUE,TRUE,52054.08132,1,9.911,1.43675E+12,515908,1.43675E+12,2015-07-13T00:04:45.657Z,gdlxpLPf8g,2015-07-13T00:04:53.473Z
TRUE,TRUE,TRUE,4320.358235,15,22.89,1.43675E+12,98893,1.43675E+12,2015-07-12T23:52:13.889Z,geRoV6YKwB,2015-07-12T23:52:30.305Z
TRUE,TRUE,TRUE,10843.5307,3,9.12,1.43674E+12,98893,1.43674E+12,2015-07-12T23:38:40.064Z,gfj7ETTv10,2015-07-12T23:38:46.371Z
TRUE,TRUE,TRUE,36135.60272,14,14.277,1.43675E+12,515908,1.43675E+12,2015-07-13T00:29:13.245Z,hUyiXOTDAG,2015-07-13T00:29:20.523Z
TRUE,TRUE,TRUE,1558.093738,5,12.695,1.43674E+12,19780,1.43674E+12,2015-07-12T23:15:43.704Z,iMXA9fGhOr,2015-07-12T23:15:49.109Z
TRUE,TRUE,TRUE,34872.78626,8,14.794,1.43675E+12,515908,1.43675E+12,2015-07-13T00:15:07.083Z,iYEuK9nIIZ,2015-07-13T00:15:16.284Z
TRUE,TRUE,TRUE,7302.148712,20,13.543,1.43675E+12,98893,1.43675E+12,2015-07-12T23:58:58.067Z,idLXAND1Xx,2015-07-12T23:59:06.136Z
TRUE,TRUE,TRUE,1136.781609,1,17.4,1.43674E+12,19780,1.43674E+12,2015-07-12T22:56:42.670Z,j1vmubcUru,2015-07-12T22:56:51.723Z
TRUE,TRUE,TRUE,,1,,,19780,1.43676E+12,2015-07-13T04:50:52.548Z,j4LjbTkug8,2015-07-13T04:50:52.548Z
TRUE,TRUE,TRUE,2293.599258,10,8.624,1.43674E+12,19780,1.43674E+12,2015-07-12T23:23:31.466Z,j4QvA4rcY5,2015-07-12T23:23:37.352Z
TRUE,TRUE,TRUE,1424.661481,3,13.884,1.43674E+12,19780,1.43674E+12,2015-07-12T23:01:07.663Z,jJQnW3scWJ,2015-07-12T23:01:14.335Z
TRUE,TRUE,TRUE,39433.46327,3,13.083,1.43675E+12,515908,1.43675E+12,2015-07-13T00:08:42.668Z,kCX66AJFDk,2015-07-13T00:08:53.410Z
TRUE,TRUE,TRUE,2186.601813,10,9.046,1.43674E+12,19780,1.43674E+12,2015-07-12T23:23:00.267Z,kHPUUbJM0R,2015-07-12T23:23:06.001Z
TRUE,TRUE,TRUE,10651.9819,3,9.284,1.43674E+12,98893,1.43674E+12,2015-07-12T23:39:10.383Z,kLY5io8yXA,2015-07-12T23:39:17.216Z
TRUE,TRUE,TRUE,2147.665581,8,9.21,1.43674E+12,19780,1.43674E+12,2015-07-12T23:21:19.299Z,kkp6fYoSJn,2015-07-12T23:21:26.452Z
TRUE,TRUE,TRUE,28371.53542,10,18.184,1.43675E+12,515908,1.43675E+12,2015-07-13T00:19:05.399Z,kph0Xq2epA,2015-07-13T00:19:15.707Z
TRUE,TRUE,TRUE,650.1232539,1,30.425,1.43681E+12,19780,1.43681E+12,2015-07-13T16:48:01.750Z,l0TJ8MhRPb,2015-07-13T16:48:30.339Z
TRUE,TRUE,TRUE,8560.682133,5,11.552,1.43674E+12,98893,1.43674E+12,2015-07-12T23:41:33.292Z,l6Ej31saHv,2015-07-12T23:41:41.866Z
TRUE,TRUE,TRUE,23651.40054,15,21.813,1.43675E+12,515908,1.43675E+12,2015-07-13T00:26:33.767Z,ly9KhFElKT,2015-07-13T00:26:43.151Z
TRUE,TRUE,TRUE,1699.312715,8,11.64,1.43674E+12,19780,1.43674E+12,2015-07-12T23:21:03.257Z,mNTcygabP4,2015-07-12T23:21:11.880Z
TRUE,TRUE,TRUE,32658.60606,1,15.797,1.43675E+12,515908,1.43675E+12,2015-07-13T00:06:16.997Z,mOOBPuUgZ2,2015-07-13T00:06:30.334Z
TRUE,TRUE,TRUE,2199.24394,10,8.994,1.43674E+12,19780,1.43674E+12,2015-07-12T23:24:32.403Z,nnXAHcty6Q,2015-07-12T23:24:40.104Z
TRUE,TRUE,TRUE,24056.14101,1,21.446,1.43675E+12,515908,1.43675E+12,2015-07-13T00:06:52.161Z,oky0qywuhJ,2015-07-13T00:07:05.918Z
TRUE,TRUE,TRUE,4967.250992,20,19.909,1.43675E+12,98893,1.43675E+12,2015-07-12T23:53:51.857Z,oqwJS9eDwS,2015-07-12T23:53:55.123Z
TRUE,TRUE,TRUE,1221.89276,5,16.188,1.43674E+12,19780,1.43674E+12,2015-07-12T23:15:57.146Z,owAHt45dzG,2015-07-12T23:16:03.046Z
TRUE,TRUE,TRUE,5102.048187,20,19.383,1.43675E+12,98893,1.43675E+12,2015-07-12T23:59:16.302Z,p6su8CtNUj,2015-07-12T23:59:26.532Z
TRUE,TRUE,TRUE,2830.161683,1,6.989,1.43674E+12,19780,1.43674E+12,2015-07-12T22:57:22.706Z,pEASN7wtOg,2015-07-12T22:57:27.935Z
TRUE,TRUE,TRUE,34943.64671,14,14.764,1.43675E+12,515908,1.43675E+12,2015-07-13T00:30:49.826Z,pLd4frFm6i,2015-07-13T00:31:01.951Z
TRUE,TRUE,TRUE,38688.26397,8,13.335,1.43675E+12,515908,1.43675E+12,2015-07-13T00:14:52.540Z,pPzO0OrP2R,2015-07-13T00:14:58.374Z
TRUE,TRUE,TRUE,5315.113404,15,18.606,1.43674E+12,98893,1.43674E+12,2015-07-12T23:49:26.222Z,pVs1HkYfoH,2015-07-12T23:49:32.411Z
TRUE,TRUE,TRUE,8158.142221,5,12.122,1.43674E+12,98893,1.43674E+12,2015-07-12T23:41:19.161Z,pWnCkNIcug,2015-07-12T23:41:28.843Z
TRUE,TRUE,TRUE,1590.287828,20,12.438,1.43674E+12,19780,1.43674E+12,2015-07-12T23:29:29.070Z,pc5nPV9elM,2015-07-12T23:29:35.574Z
TRUE,TRUE,TRUE,8493.043628,1,11.644,1.43674E+12,98893,1.43674E+12,2015-07-12T23:35:57.003Z,qBCxxPbyr8,2015-07-12T23:36:04.617Z
TRUE,TRUE,TRUE,2036.23636,5,9.714,1.43674E+12,19780,1.43674E+12,2015-07-12T23:16:16.677Z,qLAt8fytAA,2015-07-12T23:16:21.965Z
TRUE,TRUE,TRUE,2499.684064,1,7.913,1.43674E+12,19780,1.43674E+12,2015-07-12T22:58:39.826Z,qar9xCj5HU,2015-07-12T22:58:45.539Z
TRUE,TRUE,TRUE,4485.757053,1,22.046,1.43674E+12,98893,1.43674E+12,2015-07-12T23:34:25.696Z,qkNSjoUsD4,2015-07-12T23:34:34.806Z
TRUE,TRUE,TRUE,5032.722646,5,19.65,1.43674E+12,98893,1.43674E+12,2015-07-12T23:42:30.808Z,qoXuKSDG3w,2015-07-12T23:42:40.951Z
TRUE,TRUE,TRUE,4597.108591,20,21.512,1.43675E+12,98893,1.43675E+12,2015-07-12T23:55:46.081Z,qyv4nq75CB,2015-07-12T23:56:04.622Z
TRUE,TRUE,TRUE,50312.85352,3,10.254,1.43675E+12,515908,1.43675E+12,2015-07-13T00:09:39.078Z,r8P88pWCBG,2015-07-13T00:09:47.065Z
TRUE,TRUE,TRUE,1583.666934,1,12.49,1.43674E+12,19780,1.43674E+12,2015-07-12T22:55:19.196Z,raYgxeFU1Q,2015-07-12T22:55:27.432Z
TRUE,TRUE,TRUE,5637.177222,20,17.543,1.43675E+12,98893,1.43675E+12,2015-07-13T00:00:40.483Z,reIu3mior5,2015-07-13T00:00:48.926Z
TRUE,TRUE,TRUE,2717.288564,15,36.394,1.43675E+12,98893,1.43674E+12,2015-07-12T23:50:17.241Z,rzIaebydBL,2015-07-12T23:50:32.984Z
TRUE,TRUE,TRUE,2074.897724,15,9.533,1.43674E+12,19780,1.43674E+12,2015-07-12T23:28:30.057Z,s1JMiGQLL1,2015-07-12T23:28:36.057Z
TRUE,TRUE,TRUE,2239.836938,3,8.831,1.43674E+12,19780,1.43674E+12,2015-07-12T23:00:54.878Z,soaRnM5tk1,2015-07-12T23:01:00.685Z
TRUE,TRUE,TRUE,1907.425265,15,10.37,1.43674E+12,19780,1.43674E+12,2015-07-12T23:26:40.189Z,tFR3phJOKa,2015-07-12T23:26:46.571Z
TRUE,TRUE,TRUE,1334.682861,3,14.82,1.43674E+12,19780,1.43674E+12,2015-07-12T23:01:18.348Z,tL6f9xcMff,2015-07-12T23:01:23.767Z
TRUE,TRUE,TRUE,1826.070901,1,10.832,1.43674E+12,19780,1.43674E+12,2015-07-12T23:12:33.906Z,tM0MN2BgQM,2015-07-12T23:12:39.409Z
TRUE,TRUE,TRUE,8137.332346,1,12.153,1.43674E+12,98893,1.43674E+12,2015-07-12T23:35:11.368Z,u4xL5HBjYk,2015-07-12T23:35:20.590Z
TRUE,TRUE,TRUE,45243.18162,10,11.403,1.43675E+12,515908,1.43675E+12,2015-07-13T00:19:58.122Z,u4xRDjw61o,2015-07-13T00:20:04.020Z
TRUE,TRUE,TRUE,11693.62658,10,8.457,1.43674E+12,98893,1.43674E+12,2015-07-12T23:48:43.485Z,uOSo8JwyqK,2015-07-12T23:48:49.610Z
TRUE,TRUE,TRUE,1728.567683,10,11.443,1.43674E+12,19780,1.43674E+12,2015-07-12T23:22:47.291Z,unnHaRx2a6,2015-07-12T23:22:53.376Z
TRUE,TRUE,TRUE,42201.06339,1,12.225,1.43675E+12,515908,1.43675E+12,2015-07-13T00:06:36.336Z,uz5rzVTmI1,2015-07-13T00:06:46.026Z
TRUE,TRUE,TRUE,31225.51749,1,16.522,1.43675E+12,515908,1.43675E+12,2015-07-13T00:05:52.390Z,veoNET8g93,2015-07-13T00:06:06.315Z
TRUE,TRUE,TRUE,1179.768579,8,16.766,1.43674E+12,19780,1.43674E+12,2015-07-12T23:18:18.448Z,w10iOnOyTN,2015-07-12T23:18:24.190Z
TRUE,TRUE,TRUE,44398.27883,1,11.62,1.43675E+12,515908,1.43675E+12,2015-07-13T00:07:39.222Z,wBxJKQeLaQ,2015-07-13T00:07:47.707Z
TRUE,TRUE,TRUE,1610.224683,5,12.284,1.43674E+12,19780,1.43674E+12,2015-07-12T23:14:39.695Z,wrJce6kQrm,2015-07-12T23:14:46.329Z
TRUE,TRUE,TRUE,8835.254177,1,11.193,1.43674E+12,98893,1.43674E+12,2015-07-12T23:36:34.144Z,wrilBxxoEB,2015-07-12T23:36:40.842Z
TRUE,TRUE,TRUE,1838.289963,15,10.76,1.43674E+12,19780,1.43674E+12,2015-07-12T23:26:27.752Z,xIxZOwuQ4c,2015-07-12T23:26:33.457Z
TRUE,TRUE,TRUE,35297.48221,8,14.616,1.43675E+12,515908,1.43675E+12,2015-07-13T00:16:32.494Z,xNzdJjFR2n,2015-07-13T00:16:44.934Z
TRUE,TRUE,TRUE,6005.161525,15,16.468,1.43674E+12,98893,1.43674E+12,2015-07-12T23:49:49.197Z,xP2fT2qcid,2015-07-12T23:49:56.094Z
TRUE,TRUE,TRUE,1480.317318,8,13.362,1.43674E+12,19780,1.43674E+12,2015-07-12T23:18:43.401Z,xYkGN9EqSC,2015-07-12T23:18:49.125Z
TRUE,TRUE,TRUE,26197.53212,5,19.693,1.43675E+12,515908,1.43675E+12,2015-07-13T00:14:04.517Z,xfoaJi52qs,2015-07-13T00:14:14.160Z
TRUE,TRUE,TRUE,40170.36518,14,12.843,1.43675E+12,515908,1.43675E+12,2015-07-13T00:30:13.553Z,xpBMReN8Pf,2015-07-13T00:30:25.121Z
TRUE,TRUE,TRUE,10706.18166,5,9.237,1.43674E+12,98893,1.43674E+12,2015-07-12T23:41:04.017Z,yC7dVcmqTc,2015-07-12T23:41:12.280Z
TRUE,TRUE,TRUE,1427.849563,20,13.853,1.43674E+12,19780,1.43674E+12,2015-07-12T23:31:18.501Z,ySpJ3HF9OI,2015-07-12T23:31:24.570Z
TRUE,TRUE,TRUE,1938.075642,20,10.206,1.43674E+12,19780,1.43674E+12,2015-07-12T23:30:59.584Z,ydLkPhYK8t,2015-07-12T23:31:07.548Z
TRUE,TRUE,TRUE,1788.750226,15,11.058,1.43674E+12,19780,1.43674E+12,2015-07-12T23:26:11.713Z,zhwlj77Yoo,2015-07-12T23:26:17.290Z
